gender,text
0,《太宰治》把所有人带出黑暗，把自己落下
0,太脏了
0,夺笋呐
0,【奇迹暖暖】以战止战，天佑云端！——越千霜
0,套路啊
0,她就在这里啊!
0,好可爱的表情啊小斯
0,好气
0,好的，我要去练我一年没碰的琴了
0,好耶！！！！我还以为又要鸽了，结果小狗说的这个星期播，原来是是星期天播啊
0,好聪明啊！！！
0,好长的5分钟
0,好魅惑的语气“你是卧底吗～”（doge
0,如何让人愧疚一辈子
0,如数家珍
0,孔子很高的！
0,孤独
0,学成归来
0,学琵琶的浅问一下刚才那是什么操作。。
0,完了完了孩子学傻了（悲）
0,实话实说，不会，在无法保证自身安全的前提下出手反而会让自己也变成受害者
0,实际是0.020000
0,《审题的重要性》
0,宴请八方
0,【宵宫】烟花易逝，人情长存
0,对
0,封口费
0,小傲：不瞒你说，我被全公司的人kfc了
0,小傲想骂人
0,小傲:高哥是副总啊，我能一样吗
0,小数点后面还有六位
0,小潮牛壁哈哈哈哈哈
0,小潮的心里只有自己
0,“小”潮院长（确信）
0,《小迪想睡觉》
0,属于
0,属于特殊防卫
0,工地
0,已无生命危险是什么意思还用解释吗？说明曾经有过！打的那么严重绝不可能轻伤
0,已经开始笑了
0,“平等”这个词太理想了
0,广～告～时～间～到～我要广告我要广告。广告广告
0,店长在这一刻看见了不属于菜鸡的力量感
0,开始了，金币
0,开始笑了
0,开怀大孝了家人们
0,张三他又来了
0,张三真男人
0,弹幕呢？
0,弹幕被清过无数轮了，唉。
0,弹得时候还能调琴！！！太牛了
0,？当场变调啊
0,当时直接打印了孔子祖冲之之类的人，揣口袋里
0,很是想念
0,很有道理
0,《微积分》
0,必须严惩打人者
0,必须要喝水吃饭时
0,《快乐》
0,快逃
0,怕不是5个都没有
0,怼他怼他怼他怼他怼他怼他怼他怼他怼他怼他怼他怼他怼他怼他
0,恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚
0,恭喜你发现宝藏
0,(您的好友)张三闪亮登场！
0,《情商》
0,【惊封】胜利属于流浪马戏团
0,想坐 爱坐 天天坐
0,感觉那84个人全是托
0,懂了，女孩嫉妒他算对了
0,《我》
0,我也是，她弹这曲子的时候我才一年级，才学古筝
0,我也砍了一刀哈哈哈哈嗝
0,我们六年级现在流行拜佛（吸吸）就是考完以后拜佛
0,我先流口水
0,我去卧槽
0,我去我去
0,我后悔放弃学古筝了呜呜呜
0,我听着墨韵的视频练了一下午古筝
0,我喜欢刑博文
0,我天 跟我想的也一样
0,我妈问我为什么跪着
0,我弟真的分的特别清楚（
0,我是打印孔子和祖冲之的画像，揣口袋里，每场考完拿出来拜一拜
0,我永远喜欢山田凉
0,我永远喜欢山田凉我永远喜欢山田凉我永远喜欢山田凉我永远喜欢山田凉我永远喜欢山田凉
0,我爱死这首了
0,我现在脑海中一只有一个画面：孔明坐在空城之上弹千本樱2333
0,我看谁不给五星？
0,我要这十指有何用！！
0,我认为防卫过当无罪
0,我这就去把我那业余十级证书撕了
0,我都是笔上标abc做选择题
0,战   术   踉   跄
0,战术踉跄哈哈哈哈哈哈
0,所以你为什么在桌下
0,所有人但是最欧的
0,《 手机》
0,才看到是14年发的，那年正是一年级的暑假，我刚接触古筝
0,！打工人的觉悟
0,承上启下
0,抛开音准而言，这个人感情十分到位
0, 抱着我的吉他陷入了沉思
0,押韵大师
0,《抽搐》
0,拉宏桑…
0,拜语文书主编的我
0,拼多多：是个狠人
0,指  面  为  饭
0,《掩面痛哭》
0,提问已经变成拷问了！！！
0,【撒野】希望我们都能像对方一样勇敢
0,播放量已经破亿了，NB
0,支持
0,教主的猫哈哈哈哈哈
0,教主赛高
0,教主赛高教主赛高教主赛高
0,断片了
0,【新型麻醉】
0,《新手容易上套的》
0,施暴者能算人？
0,《无 人 生 还》
0,无法停止对应喜多似是吧
0,无穷小
0,《无限循环》
0,《早发现早治疗》
0,《早期智慧物种的语言》
0,是99.800000
0,是/si:/不是/sei/
0,是不是特殊防卫
0,是条条的啊呜
0,是正确答案，但是不是这么解释的
0,晓晓我喜欢你！你信吗
0,最终解释权
0,最聪明的。
0,  最聪明的。
0,有多少人幻想自己在学校弹
0,有没有一种可能，我左眼近视而我右眼不近视
0,朋友比较多
0,《期待》
0,本10后已经跟不上这种潮流了
0,《机器眼瞪人眼》报告！代号a2，成功出舱！
0,【杀破狼】山河依旧，四海清平
0,《村 民》
0,来吧，把你的证书拿出来，我们一起撕！
0,来空间很过分第三
0,来自副总的CPU。
0,《柠檬撒人事件》
0,《校长给爷爷我跳了一支孔雀舞》
0,《梅开四度》
0,梦开始的地方
0,梦想，爱情，自由
0,《楼下的老张》
0,正在熬夜
0,正常人也就最多10多个人
0,正片开始
0,《死亡万花筒》当你凝视深渊的时候，深渊也在凝视你
0,母  慈  子  孝
0,每个人都会显示是是第一名
0,每周必看
0,《（每周必看）》
0,每日亿遍
0,《毫无违和感的间谍》
0,水果哥梦见是吧 （滑稽
0,水滴鱼的三次嘲笑
0,永远有人看系列
0,求极限哈哈哈哈
0,沉默
0,没怎么吃
0,《没有技巧，全是感情》
0,没钱
0,治好了我的低血压
0,法外乎人情
0,波奇小可爱ruaruarua
0,波门
0,波门！
0,波门！！！
0,波门！虹门！凉门！喜门！
0,[注此条评论专做用于增加热度]
0,海皇大帅哥啊
0,海皇:我就故意的/doge
0,海皇是不是跟出题的人有仇啊？
0,海  豚  音
0,淋
0,渐近线
0,《游戏性质变了
0,滚   蛋
0,满昏！
0,炸
0,《炸》
0,炸哈哈哈哈哈哈
0,点错了
0,点错了我。。。
0,烂啊
0,無料草绷不住了
0,"""然后全校都炸了”"
0,然后强制0.1我试过了
0,爱上对方过后就哭了
0,爱我吗
0,父母爱情（bushi）
0,猫我有了，可我依旧不会弹
0,王思聪
0,玩梗的有意思吗
0,现在是2023年
0,现在是2023年3月23日，我于上海观看（打卡）
0,现在是法制社会，这种行为必须严惩！
0,用敦煌弹!
0,电脑鼠标键盘
0,番茄没说的，所以最后新手赢了哈哈哈哈哈哈哈哈
0,番茄这个肌肉线条我死了
0,痛！太痛了！
0,直接一键三连
0,看了5+以上的大神伸出你们神一样的爪爪
0,看手机上的视频(？
0,看看
0,真无聊啊
0,真的忍不住了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
0,眺望碧海和蓝天
0,硬核跳伞
0,确实
0,磕cp
0,祁醉：这得从一部新款的手机说起
0,神中神
0,神仙啊won
0,神的五分钟
0,离开家合格范德萨
0,离开家很过分打撒
0,离开就会辜负的是爱
0,离开就很过分多少啊
0,离开就很过分的撒  我的输入法还自带口音了哈
0,离开脚后跟肥东飒
0,离开脚后跟范德萨
0,秦  王  扫  六  合
0,立刻就会功夫的撒
0,立刻就会规范的撒
0,《 立刻脚后跟范德萨》
0,立本人你们真的好会做歌
0,笑到捶桌哈哈哈哈哈哈哈哈
0,笑容突然消失。。。我想起我的高中。。。。
0,笑死去了
0,笑的肚子疼
0,籽  岷  挖  矿
0,《精准计算》
0,糕点，意思是晚上熬夜饿了的话就吃点糕点垫吧一下
0,经典
0,给你科普一下辣的级别，微辣，中辣，你太厉害辣
0,给我关门放狗
0,绝对无穷！
0,【罗德岛】为了不让世界因偏见而毁灭
0,罚站
0,《翰  哲  料  理》
0,老夫撩发少年狂
0,老板的饼
0,耍猴卡
0,《耳朵里面塞饭盆》
0,胖迪好可爱！
0,脚踹头了这算不算蓄意谋杀谋杀未遂呢？
0,“脱发”
0,《自来水》
0,芝诺的乌龟
0,苦力怕
0,苦力怕？？？？？？？！！
0,茄哥の情商
0,茄茄玩成猜猜乐了哈哈哈哈
0,草
0,蓝蓝教主，浩瀚无边。为善除恶，广播教义。 我等教众，虔诚祈祷。修身养性，高燃圣焰。 圣焰不灭，奋斗不息。熊熊圣火，焚我残躯。 扬我圣教，何畏艰险。生亦何欢，死亦何苦。 喜乐悲愁，皆归尘土。怜我世人，忧
0,裁判就是犀利
0,裁判是z犀利吗
0,裸奔
0,见义勇为，传统美德。
0,《论卧底直接猜词而且猜对了这件事》
0,《论我在弹幕看见APH同好这件事）（瑾梦红）
0,语言指导:中国boy
0,说实话，这个又是错了，账户别想要了
0,说预言家的老考古战士了巧了我也！情商好听的！
0,请选择你的英雄。
0,诸葛亮：你以为我当时是怎么吓跑他们的
0,诸葛亮弹得是古琴好吧
0,谁看了你的操作不说句666
0,谁还不是个第一名了呢
0,谱子在哪里！
0,跟我想得一样诶，没白熬
0,路～
0,跳楼01:16
0,转描的？
0,【轻狂】既要今朝醉，也要万年长
0,过去的记忆突然从小傲嘴里爬出来攻击我
0,还得是这个！
0,还有人记得只是2014年发的吗
0,这个琴头摄像机视角神中神
0,这个视频很下饭
0,这个音乐太容易让人困了
0,这么好笑我不信你们跳过
0,这么流畅的动作，居然不是转描！！！
0,这只猫已经成为网红了
0,这好像是个女生
0,这手速好快
0,这是借故吧 
0,这是拼多多谁设计的啊？这样坑啊，套路太深
0,这是毕业聚会吗？
0,这歌词确实是波奇会写出来的啊…
0,这波漫漫何其多加一分
0,这粤语吧哈哈哈哈我听懂了
0,这肉嘟嘟的也太可爱了
0,这起立请坐笑死我了哈哈哈哈哈哈哈哈哈
0,这里高斯太可爱了！！
0,这防卫过当了吧
0,这题我会！会右眼流泪（？）
0,逐渐偏离主题
0,那38位兄台幸会幸会
0,那他一定是困得要死却还在上课（确信）
0,那他一定是歪了琴
0,都来品一品这是什么神级操作
0,金币，金粒，金屑，金的分子
0,钱满了，开始要金币了
0,镇站之宝
0,镇站之宝！
0,队长默默递出一封律师函
0,防卫过当
0,阿伟喵
0,阿塞德風格很健康
0,阿弗尔铁塔
0,阿思达法国红酒快乐
0,阿斯对方过后就哭了
0,阿斯顿发过火就看了
0,阿斯顿法国合家快乐
0,阿斯顿法国海军快乐
0,阿斯顿法国红酒快乐
0,阿斯顿法国红酒快乐（？）
0,阿斯顿法国红酒快乐 立刻就会功夫的撒
0,阿斯顿法国红酒看来
0,阿斯顿饭赶回家看了
0,《阿斯顿饭赶回家看了》
0,阿斯顿饭赶回家看了；立刻就很过分多少啊
0,阿萨德法国画家昆仑
0,【陷落之序】We together to be the king
0,随他(空耳)
0,【随机】
0,难怪我弹不好！我养的是一条狗！
0,*震惊！观众居然增多了！保持你的决心！
0,震  荡  试  管
0,韦达定理，勾股定理
0,音 乐 鬼 才
0,顾队（指laser顾子尧（））
0,飞机带翅膀
0,《饭》《面》
0,首先其次，最后。
0,《首尾呼应》
0,《驾校》
0,骨科医院狂喜
0,高斯：磕到了
0,鬼畜的原点
0,鬼畜？鬼畜！！！！
0,鬼畜鼻祖
0,【魈】如遇失道旷野之难，路遭贼人之难，水火刀兵之难，鬼神药毒之难，恶兽毒虫之难，冤家恶人之难，便呼我名——魈，听召，前来守护
0,【魔道】天子坛中寻一笑，枕月云深魏无羡
0,鲁迅《呐喊》
0,麦当劳：他谁啊，我不认识他
0,麦当劳：我们不认识这个奇行种（ Doge
1,⎛⎝≥⏝⏝≤⎛⎝
1,2023依然有人
1,2023前来去世
1,2023前来打卡
1,2023坐时光机过来的（doge）
1,2023年4月11
1,2023年了
1,2023年了，还有人看吗
1,2023年，宿命strike留下了一个“传送锚点”
1,2023年查看文物是否被损坏
1,2023年空降，能证明的梗：72变
1,2023年评论
1,2023年还有人↑
1,2023年，还有人吗
1,2023路过
1,2114年前来采访
1,2200W的播放量?
1,220个人
1,《227.5点赞》
1,23333333
1,23个教徒和我共同接受洗礼
1,23年不会还有人看吧（
1,23年了还有
1,23年前来膜拜
1,23年的今天 还有23个
1,2400多年前能说出这话真是恐怖如斯，思想太超前了
1,24岁，是苦力怕
1,24群点名表扬
1,28年
1,300w！
1,315
1,315可能是per赞助的
1,《315后传》
1,4年11个月29天吧
1,5.1万   9.9！！！
1,55人
1,5w仍然9.9恭喜
1,5分钟竟然如此漫长
1,6
1,66
1,666
1,66666
1,666666
1,6.6万参与 9.9分
1,6万人铜锣湾都砍下来了，砍不下资本家一台手机
1,77
1,8月18
1,9.9万人9.9分，我称之为今年的霸主
1,9.9！谁啊！
1,A→A#
1,A    。  na 。
1,as
1,《ATM晚上锁门？》
1,AV23
1,bess
1,b站的第一个鬼畜视频
1,B站第一个鬼畜视频
1,ctm
1,C盘有多少个gb
1,den☆den☆den☆den☆den☆den☆den☆den☆den☆den☆den☆den☆den☆den☆den☆
1,DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆EN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆DEN☆
1,「EVE」武运昌隆，蛋船平安！
1,famous(著名的)（寄答）
1,guitar hero！！！！！！
1,HREJS
1,hui
1,JJ
1,keyの格局
1,kksk
1,kksk!
1,KKSK
1,K的回归
1,l
1,lanlanlu
1,lcz！！！！！！
1,lim
1,llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll
1,【l【l】【l】【‘p】【l】=【p】【’l】【，考虑。/“
1,l亡者
1,miss
1,Miss
1,moss行为
1,◢◣　　 　&nbsp;&nbsp; 蓝蓝路
1,neo5
1,never gonna give you up（幻视）
1,[ohh]
1,[OHH]
1,[（ohhh）]
1,[ohhh]
1,[ohhhh]
1,[OHHHH]
1,[ohhhhhh]
1,[ohhhhhhhhhhhh]
1,[ohhhhhhhhhhhhhhhhhh]
1,[ohhhhhhhhhhhhhhhhhhhh]
1,PDD：关我什么事
1,Pdd后排稳定输出
1,ps：小砍被开除了的
1,Something someone somebody.
1,《s    o    r    r     y》
1,SOS
1,Sun glasses
1,tashem
1,TNT
1,TY亲传大弟子doge
1,t语言是吧？（doge）
1,Uma uma 3 2 1 fight
1,wcccccccccccccc
1,woc4.7w人9.9！我吹爆
1,woc 6666
1,woc我这个在干这事
1,【wolves】以狼之名，许我荣光
1,wow
1,yaozhangnaozil
1,z
1,zdlh
1,zh这首歌真好听
1,アラー★
1,イェッタイガー！！
1,一人给你一块算了
1,一亿分
1,一伯昏
1,一伯昏！
1,一千亿昏
1,一播放110赞，B站传统
1,一百分！！！
1,一百昏
1,一直有人系列
1,一睹芬芳。
1,一  睹  芳  容
1,一 睹 芳 容
1,一睹芳容
1,     一     睹     芳     容     
1,一群精神病
1,一进一退体育局统一提交体育局统一集团已经同意截图以及同一集团已经
1,一里不念波奇啊兄弟，波奇是外号，就是来自“孤独”这个词的。。
1,《万分之二十一》
1,万恶之源
1,【三体】恒星核弹爆炸，太阳系成遗迹
1,【三体】星际之间光子传递 猜疑链从未偏移
1,【三体】真相擦肩而过，冰封正为等你
1,【三体】踏入四维禁忌   方窥黑暗一隅
1,三国杀玩家报道
1,三种单机游戏得了
1,三秒钟快男
1,三连了
1,上 上 寄
1,上去要尬的
1,上头了
1,上幼儿园，上小学，上早教
1,上当签啊
1,上新闻了hhh
1,下一站，下下一站。
1,下一站北京西站下一站北京南站前方亦庄火车站暂缓开通
1,下面字母牛逼
1,不停息的二一零环线内环外环又算什么西苑北苑通州北苑还是要看天通苑南
1,不  像  演  的
1,不好 不能哭的哟 
1,不属于
1,"不属于的,说属于的都没听课吧"
1,《不忘初心》
1,不想我再想起那首歌 
1,不愧是张三
1,不是三渲二，不存在3d，都是纯手绘！1秒大概30张
1,不看歌词还真不知道有伊利克斯，不过音色还是很好的，我发工资才敢买真的贵
1,不知是我身处噩梦中，还是这整个宇宙都是一个造物主巨大而变态的头脑中的噩梦！　　我们都是一个超级骗局的牺牲品！这个骗局之巨大之可怕，上帝都会为之休克！－－－《流浪地球》
1,不知道说，什么单走一个6罢
1,【不至于】
1,不这样根本砍不成
1, 与  前  文  相  呼  应 
1,世界上有种东西叫正义，而正义需要高强功夫
1,东方某神秘仪式
1,两位有默契的发现有高手，开始全力跟上了
1,两只老虎爱跳舞
1,两块吉宏股份第三
1,《 两 极 反 转 》
1,中华文化博大精深
1,中华文字博大精深
1,中国BOY变形操
1,中国公司只骗中国人
1,中国只有龙哥才是唯一正当防卫，其他都蹲局子去了
1,【中国通史】三国江河分裂，九州再起狼烟，
1,【中国通史】乾黄高辛，陶唐及有虞（ps：这里是野生字幕君，是只搬运工）
1,【中国通史】五代渐起，乱世又绵延，
1,【中国通史】几度分合 消逝尘风间
1,【中国通史】几度分合，消逝尘风间，
1,【中国通史】商城交子银钱，崖山倾国破灭。
1,【中国通史】始皇六合荡绝，兵俑长城秦鞭
1,[中国通史]山外青山楼外楼，西湖歌舞几时休
1,【中国通史】我是填词菌，现在字幕可能不全
1,【中国通史】春战群雄 乱世百家言
1,【中国通史】残甲折戟断剑，枯骨江边谁殓？
1,【中国通史】江南红袖书卷，塞北大漠风雪。
1,【中国通史】犯华虽远必诛，强汉立世间
1,【中国通史】犯华虽远必诛，强汉立世间。
1,【中国通史】繁华过眼云烟，兵起太原。
1,【中国通史】请不要重复施工！！
1,【中国通史】遍地烽火惊天，城郭断壁残垣
1,【中国通史】陈吴刘项并起，三代帝国覆灭。
1,也就是说人少砍不到，人多给你封号，你大爷还是你大爷
1,《也行》
1,买了还贴钱(doge)
1,事先说明：苦力怕其实是日文，意思是【这个吗】
1,二睹芳容
1,二郎神：如果我是上面那只眼先流泪呢
1,于炀（即答）
1,五连鞭
1,人人都是第一名
1,人均第一了属于是
1,人有些时候麻木一点还是好的
1,人格分裂
1,人类退化（确信）
1,亿伯昏
1,亿分之一
1,亿分之百
1,什么地方不锁门啊
1,什么罗马厕所
1,他入宅了，叹气是因为保底了
1,他是一大个 
1,他甚至在认真选
1,"他甚至还思考了。,"
1,他甚至选上了
1,仙人指路
1,《仙人指路》
1,仙     人     指     路     仙     人     指     路     仙     人     指     路     仙     人     指     路  
1,令尊所言极是
1,以后0.01金币
1,仿佛刚被打了麻醉剂的小鼠
1,伊利克斯:6
1,伊利克斯弦虽然音色不行，但是耐用啊
1,伊利克斯打钱
1,众                  神               归                  位
1,众               神               归               位
1,优拉来了
1,会
1,会！
1,伟滴太大列，把我都伟进去列
1,【传说之下】听这激昂的琴声，你充满了决心
1,传销而已
1,但凡看过属性咖啡厅必定能说出来
1,你tm是怎么检测出来的
1,你不能放弃，就算跛着脚也要爬上高峰。 《楚门的世界》
1,你也拿土豆 七毛钱一袋哟
1,你们这个视频我两天前做过了 
1,你好2023
1,你干嘛~（幻
1,你是老板我是老板！
1,你看他笑的多开心
1,你管了也可以理解成这个意思 
1,你管这歌词叫阴暗！？？？
1,你行的
1,你说要不再吵啦～～～～～～拉
1,你这瓜保熟么
1,侵害正在发生也具有社会的危害性
1,倒头就睡（doge）
1,假如再碰不见你，祝你早安、午安、晚安。《楚门的世界》
1,像关晓彤
1,像女性，面部伤痕是可以起诉的
1,像极了在搓音游的我
1,兄弟们！这是第一个灵魂！
1,光 翼 展 开
1,【光遇】因光而遇，因光而散
1,【光遇】汇入星盘的繁星，组成无垠星河，只是你的名字，终究未能再次亮起
1,《免费的》
1,入站必刷
1,《入站必刷》
1,入站第一个看的视频。
1,全程2d手绘，官方已经放出原画了
1,『全职法师』就让我为你战斗到最后一刻吧！
1,六万人我能拿下基辅，但是拿不下拼多多的手机
1,六十耳顺懂吗大家？
1,六千人出来吧！！
1,关于我在23年2月还有二十多个人陪我看这回事
1,其他 舞动
1,其实我也不想三连和投币（doge）
1,其实真正最早的鬼畜其实是AV23！因为某些原因被删除了！up:安心作梦
1,其实社恐的人写词是美好的，至少我是这样
1,其实这是对你们D级人员进行的A级记忆抹杀
1,再见2022
1,《农民伯伯种面条》
1,冷静个der
1,凉和小孤独还是不一样的
1,凉老婆天下第一！
1,凉门
1,《凉门》
1,凉门万岁！！！
1,几千个是刷的   不到几千个又不会成功  隔着隔着呢
1,分子裂变
1,切换
1,刚刚小潮好像自爆了，但是没人注意到（手放桌上）
1,别慌！访问码语者！来了！
1,到我这儿改了嘿！
1,刷不要钱？
